dataset_id,train_ratio,input_dim,output_dim,num_epochs,batch_size,learning_rate,loss_function,embedding_type,negative_ratio,temperature,train_auc,valid_auc,test_auc,train_pr_auc,valid_pr_auc,test_pr_auc,train_f1,valid_f1,test_f1,train_k_precision,valid_k_precision,test_k_precision,train_mcc,valid_mcc,test_mcc,train_k_recall,valid_k_recall,test_k_recall
1,0.5,64,16,5,16,0.001,SNN,pca,10,10.0,0.8606,0.8775,0.8777,0.1289,0.2142,0.1748,0.05,0.0508,0.0508,0.1875,0.3231,0.2,0.0061,0.0087,0.008,0.1875,0.3231,0.2
1,0.3,64,16,50,32,0.001,SNN,pca,50,1.0,0.9402432909276627,0.9429225889481117,0.9382810492798974,,,,,,,,,,,,,,,
1,0.8,64,16,5,16,0.0001,SNN,pca,50,1.0,0.9531,0.9628,0.9568,0.2627,0.2879,0.3486,0.0503,0.0508,0.0507,0.2767,0.3077,0.3077,0.0063,0.009,0.0073,0.2767,0.3077,0.3077
1,0.5,64,16,5,32,0.0001,SNN,pca,200,1.0,0.9527,0.936,0.9562,0.3311,0.315,0.3836,0.0501,0.0507,0.0508,0.3984,0.3692,0.4462,0.0089,0.0033,0.0073,0.3984,0.3692,0.4462
1,0.1,64,16,50,32,0.001,SNN,pca,50,1.0,0.9606085192697769,0.9600762029020449,0.9548340114300189,,,,,,,,,,,,,,,
1,0.3,64,16,5,16,0.0005,SNN,pca,200,10.0,0.8063,0.875,0.8978,0.1238,0.2695,0.2839,0.0501,0.0502,0.0508,0.2078,0.3444,0.3846,0.0042,0.0073,0.0083,0.2078,0.3444,0.3846
1,0.5,64,16,5,16,0.0001,SNN,pca,100,0.1,0.4919,0.5667,0.5463,0.0267,0.0348,0.0304,0.05,0.0507,0.0507,0.0312,0.0615,0.0308,0.0076,0.0057,0.0065,0.0312,0.0615,0.0308
1,0.8,64,16,5,16,0.001,SNN,pca,50,0.1,0.6268,0.6794,0.5431,0.0366,0.0444,0.0273,0.0503,0.0507,0.0507,0.0534,0.0,0.0385,0.0063,0.0073,0.0052,0.0534,0.0,0.0385
1,0.5,64,16,50,32,0.001,SNN,pca,50,10.0,0.8937664235747471,0.8691998566700444,0.9052937576499387,,,,,,,,,,,,,,,
1,0.5,64,16,5,64,0.0001,SNN,pca,10,10.0,0.8435,0.8194,0.8086,0.2821,0.295,0.2186,0.05,0.0508,0.0507,0.4219,0.4,0.3846,0.0023,0.0073,0.0046,0.4219,0.4,0.3846
1,0.5,64,16,5,16,0.005,SNN,pca,100,0.1,0.613,0.5771,0.5141,0.0369,0.0312,0.0248,0.05,0.0507,0.0508,0.0547,0.0,0.0154,0.0056,0.0057,0.0073,0.0547,0.0,0.0154
1,0.3,64,16,5,64,0.005,SNN,pca,100,1.0,0.5462,0.7286,0.7255,0.0408,0.0869,0.0828,0.0501,0.0503,0.0507,0.0649,0.1667,0.1319,0.0051,0.0091,0.0055,0.0649,0.1667,0.1319
1,0.5,64,16,5,32,0.005,SNN,pca,200,10.0,0.8709,0.9051,0.9038,0.1524,0.1523,0.151,0.05,0.0507,0.0507,0.1562,0.1538,0.1538,0.0069,0.0057,0.0057,0.1562,0.1538,0.1538
1,0.5,64,16,5,64,0.001,SNN,pca,20,1.0,0.8326,0.9237,0.9475,0.1285,0.2547,0.2929,0.05,0.0507,0.0507,0.1797,0.2462,0.2769,0.004,0.0057,0.0065,0.1797,0.2462,0.2769
1,0.5,64,16,5,32,0.005,SNN,pca,50,0.1,0.5225,0.6003,0.531,0.0258,0.0388,0.028,0.05,0.0507,0.0508,0.0156,0.0462,0.0154,0.0069,0.0057,0.0073,0.0156,0.0462,0.0154
1,0.3,64,16,5,64,0.005,SNN,pca,5,0.1,0.5564,0.5804,0.5855,0.0275,0.0286,0.03,0.0502,0.0502,0.0508,0.013,0.0,0.011,0.0073,0.0039,0.0078,0.013,0.0,0.011
1,0.3,64,16,5,16,0.0001,SNN,pca,10,1.0,0.8814,0.8941,0.8842,0.2308,0.3402,0.2842,0.0501,0.0502,0.0508,0.3377,0.4333,0.4066,0.0051,0.0039,0.0083,0.3377,0.4333,0.4066
1,0.5,64,16,5,16,0.0001,SNN,pca,200,10.0,0.9367,0.9628,0.9619,0.2553,0.3287,0.4507,0.05,0.0507,0.0507,0.3594,0.3846,0.4923,0.0065,0.0046,0.0065,0.3594,0.3846,0.4923
1,0.3,64,16,5,32,0.005,SNN,pca,200,10.0,0.7263,0.8612,0.8335,0.0834,0.1388,0.1377,0.0502,0.0502,0.0507,0.1039,0.1889,0.2418,0.0079,0.0039,0.0055,0.1039,0.1889,0.2418
1,0.3,64,16,5,16,0.0005,SNN,pca,50,10.0,0.8126,0.8958,0.8733,0.1449,0.2249,0.2327,0.0502,0.0502,0.0508,0.2727,0.3556,0.3407,0.0079,0.0039,0.0078,0.2727,0.3556,0.3407
1,0.3,64,16,5,32,0.0001,SNN,pca,20,1.0,0.8178,0.8112,0.8186,0.1852,0.1969,0.2178,0.0501,0.0503,0.0507,0.3117,0.2889,0.3516,0.0066,0.0082,0.0048,0.3117,0.2889,0.3516
1,0.8,64,16,5,16,0.001,SNN,pca,5,1.0,0.9004,0.8081,0.8623,0.2921,0.2792,0.2432,0.0503,0.0507,0.0508,0.4029,0.4231,0.4231,0.0058,0.0073,0.009,0.4029,0.4231,0.4231
1,0.5,64,16,5,16,0.0001,SNN,pca,5,10.0,0.8763,0.8691,0.8325,0.3054,0.2788,0.2654,0.05,0.0508,0.0507,0.4141,0.3692,0.3692,0.0065,0.0073,0.0057,0.4141,0.3692,0.3692
1,0.3,64,16,5,64,0.001,SNN,pca,200,1.0,0.8353,0.855,0.8528,0.1292,0.196,0.2077,0.0501,0.0502,0.0507,0.1818,0.2667,0.2637,0.0066,0.0027,0.0055,0.1818,0.2667,0.2637
1,0.3,64,16,5,64,0.005,SNN,pca,10,1.0,0.4828,0.7066,0.6525,0.0395,0.1715,0.1448,0.0501,0.0503,0.0508,0.0779,0.2,0.2418,0.0042,0.0078,0.0068,0.0779,0.2,0.2418
1,0.3,64,16,5,64,0.0005,SNN,pca,50,1.0,0.7892,0.8698,0.8632,0.1413,0.2893,0.2532,0.0501,0.0502,0.0508,0.2468,0.3667,0.3516,0.0051,0.0048,0.0073,0.2468,0.3667,0.3516
1,0.3,64,16,5,16,0.0001,SNN,pca,20,10.0,0.8755,0.9352,0.9153,0.1828,0.3179,0.2769,0.0501,0.0502,0.0507,0.2857,0.3444,0.3736,0.0059,0.0073,0.0055,0.2857,0.3444,0.3736
1,0.3,64,16,5,32,0.005,SNN,pca,5,1.0,0.6438,0.7902,0.7683,0.0791,0.1388,0.1154,0.0502,0.0502,0.0507,0.1429,0.1778,0.1648,0.0073,0.0039,0.0062,0.1429,0.1778,0.1648
1,0.3,64,16,50,32,0.001,SNN,pca,50,0.1,0.4889474722981927,0.5154167771164181,0.5667395562844517,,,,,,,,,,,,,,,
1,0.5,64,16,5,64,0.005,SNN,pca,20,1.0,0.9673,0.9729,0.9697,0.3548,0.4274,0.3281,0.05,0.0509,0.0507,0.4297,0.4615,0.3538,0.0051,0.0103,0.0057,0.4297,0.4615,0.3538
1,0.5,64,16,5,16,0.001,SNN,pca,50,1.0,0.9052,0.9394,0.9453,0.2034,0.2301,0.2945,0.05,0.0508,0.0507,0.2188,0.2615,0.3538,0.0046,0.0073,0.0057,0.2188,0.2615,0.3538
1,0.3,64,16,5,16,0.0005,SNN,pca,50,1.0,0.7002,0.884,0.8801,0.0574,0.3382,0.2457,0.0501,0.0502,0.0507,0.0779,0.4111,0.3407,0.0066,0.0055,0.0062,0.0779,0.4111,0.3407
1,0.3,64,16,5,32,0.0005,SNN,pca,5,0.1,0.5981,0.5523,0.567,0.0321,0.0283,0.0312,0.0502,0.0502,0.0507,0.013,0.0222,0.011,0.0073,0.0067,0.0028,0.013,0.0222,0.011
1,0.3,64,16,5,16,0.001,SNN,pca,50,10.0,0.7979,0.8801,0.8805,0.0921,0.2117,0.2223,0.0502,0.0502,0.0508,0.1169,0.2556,0.2637,0.0073,0.0027,0.0068,0.1169,0.2556,0.2637
1,0.5,64,16,5,16,0.0005,SNN,pca,100,1.0,0.9191,0.9544,0.9304,0.1758,0.3777,0.2476,0.05,0.0507,0.0507,0.1953,0.4154,0.3077,0.0051,0.0057,0.0065,0.1953,0.4154,0.3077
1,0.3,64,16,5,16,0.001,SNN,pca,20,10.0,0.7078,0.8255,0.8787,0.0654,0.1878,0.2334,0.0503,0.0502,0.0507,0.0779,0.2222,0.2747,0.0103,0.0073,0.0055,0.0779,0.2222,0.2747
1,0.3,64,16,5,32,0.0001,SNN,pca,20,10.0,0.8257,0.8136,0.8566,0.2273,0.2133,0.2682,0.0501,0.0503,0.0507,0.3506,0.3444,0.3407,0.0051,0.0078,0.0062,0.3506,0.3444,0.3407
1,0.5,64,16,5,64,0.0005,SNN,pca,100,10.0,0.845,0.9021,0.902,0.139,0.2987,0.2802,0.05,0.0507,0.0508,0.2344,0.3692,0.4154,0.0065,0.0057,0.0087,0.2344,0.3692,0.4154
1,0.5,64,16,5,64,0.0005,SNN,pca,5,10.0,0.706,0.8509,0.8613,0.1143,0.1439,0.168,0.05,0.0507,0.0507,0.1562,0.2154,0.2308,0.0051,0.0033,0.0057,0.1562,0.2154,0.2308
1,0.3,64,16,5,16,0.005,SNN,pca,20,0.1,0.4778,0.4549,0.4698,0.0229,0.0218,0.0224,0.0501,0.0502,0.0508,0.0,0.0111,0.0,0.0059,0.0067,0.0068,0.0,0.0111,0.0
1,0.3,64,16,5,64,0.0005,SNN,pca,20,1.0,0.7552,0.86,0.7978,0.1272,0.2615,0.1836,0.0501,0.0503,0.0508,0.2208,0.3667,0.2747,0.0066,0.0087,0.0073,0.2208,0.3667,0.2747
1,0.5,64,16,5,32,0.0001,SNN,pca,20,10.0,0.9283,0.9493,0.9333,0.2299,0.3183,0.4045,0.05,0.0507,0.0507,0.3203,0.3846,0.4154,0.0061,0.0033,0.0046,0.3203,0.3846,0.4154
1,0.5,64,16,5,64,0.005,SNN,pca,200,10.0,0.4862,0.7046,0.6454,0.0387,0.0983,0.0689,0.05,0.0507,0.0507,0.0859,0.1077,0.1538,0.0076,0.0065,0.0046,0.0859,0.1077,0.1538
1,0.8,64,16,50,32,0.001,SNN,pca,50,1.0,0.9553,0.9492,0.9511,0.3349,0.0551,0.0431,0.0619,0.0076,0.0084,0.3671,0.0526,0.0476,0.0,0.0,0.0,0.3671,0.0526,0.0476
1,0.3,64,16,5,64,0.005,SNN,pca,50,10.0,0.3621,0.5719,0.565,0.0245,0.0865,0.0501,0.0501,0.0502,0.0507,0.0649,0.1667,0.1209,0.0042,0.0061,0.0062,0.0649,0.1667,0.1209
1,0.5,64,16,5,32,0.0001,SNN,pca,5,10.0,0.9188,0.9098,0.9226,0.3224,0.2919,0.3543,0.05,0.0507,0.0507,0.3906,0.4308,0.4769,0.0065,0.0065,0.0057,0.3906,0.4308,0.4769
1,0.5,64,16,5,64,0.001,SNN,pca,5,1.0,0.8771,0.8785,0.8886,0.1788,0.2151,0.2483,0.05,0.0508,0.0508,0.2734,0.2462,0.3077,0.0061,0.008,0.008,0.2734,0.2462,0.3077
1,0.5,64,16,5,32,0.0001,SNN,pca,100,0.1,0.592,0.6628,0.5985,0.0441,0.0429,0.0418,0.05,0.0507,0.0508,0.0781,0.0462,0.0923,0.0046,0.0065,0.008,0.0781,0.0462,0.0923
1,0.5,64,16,5,64,0.0001,SNN,pca,50,0.1,0.6671,0.6432,0.6316,0.0618,0.0434,0.0423,0.05,0.0507,0.0508,0.0859,0.0308,0.0615,0.0061,0.0065,0.008,0.0859,0.0308,0.0615
1,0.5,64,16,5,16,0.001,SNN,pca,200,1.0,0.9562,0.9532,0.9446,0.2798,0.4115,0.3848,0.0501,0.0507,0.0507,0.3203,0.4308,0.4308,0.0086,0.0057,0.0057,0.3203,0.4308,0.4308
1,0.3,64,16,5,64,0.0001,SNN,pca,10,10.0,0.6642,0.6999,0.7184,0.0579,0.0807,0.089,0.0502,0.0502,0.0508,0.1169,0.1556,0.1429,0.0073,0.0061,0.0096,0.1169,0.1556,0.1429
1,0.3,64,16,5,32,0.0005,SNN,pca,5,10.0,0.8925,0.9137,0.9162,0.1993,0.3197,0.2647,0.0502,0.0502,0.0507,0.3117,0.3667,0.3626,0.0084,0.0055,0.0028,0.3117,0.3667,0.3626
1,0.3,64,16,5,64,0.0001,SNN,pca,20,10.0,0.667,0.7355,0.6634,0.0795,0.0815,0.0714,0.0501,0.0502,0.0507,0.1688,0.1222,0.1319,0.0051,0.0073,0.0062,0.1688,0.1222,0.1319
1,0.3,64,16,5,64,0.001,SNN,pca,20,1.0,0.8315,0.9037,0.8941,0.1847,0.3713,0.2492,0.0501,0.0502,0.0507,0.2987,0.4222,0.3407,0.0042,0.0055,0.0048,0.2987,0.4222,0.3407
1,0.3,64,16,5,32,0.005,SNN,pca,10,1.0,0.746,0.8291,0.853,0.0717,0.2137,0.1464,0.0501,0.0502,0.0508,0.0909,0.2889,0.1978,0.0042,0.0073,0.0078,0.0909,0.2889,0.1978
1,0.8,64,16,5,16,0.005,SNN,pca,200,10.0,0.9475,0.9579,0.9255,0.3372,0.3638,0.2722,0.0503,0.0507,0.0507,0.4272,0.4231,0.4231,0.006,0.0052,0.0052,0.4272,0.4231,0.4231
1,0.3,64,16,5,16,0.001,SNN,pca,100,10.0,0.7769,0.899,0.8655,0.0823,0.1806,0.1261,0.0502,0.0502,0.0507,0.0909,0.1667,0.1319,0.0079,0.0061,0.0039,0.0909,0.1667,0.1319
1,0.8,64,16,5,16,0.005,SNN,pca,100,10.0,0.8697,0.8963,0.9137,0.1496,0.2,0.3266,0.0503,0.0506,0.0506,0.1699,0.1923,0.2692,0.006,0.0,0.0,0.1699,0.1923,0.2692
1,0.3,64,16,5,16,0.001,SNN,pca,5,0.1,0.5704,0.6079,0.5914,0.0286,0.0314,0.0311,0.0501,0.0502,0.0507,0.0,0.0111,0.022,0.0059,0.0039,0.0055,0.0,0.0111,0.022
1,0.3,64,16,5,16,0.001,SNN,pca,10,1.0,0.6835,0.8292,0.771,0.0666,0.2053,0.1929,0.0502,0.0502,0.0507,0.1169,0.3333,0.2747,0.0073,0.0073,0.0062,0.1169,0.3333,0.2747
1,0.8,64,16,5,16,0.001,SNN,pca,100,1.0,0.9586,0.9505,0.9552,0.3184,0.3449,0.2864,0.0503,0.0507,0.0508,0.3204,0.3846,0.2692,0.0068,0.0052,0.009,0.3204,0.3846,0.2692
1,0.3,64,16,5,64,0.0001,SNN,pca,100,0.1,0.6167,0.626,0.6114,0.0419,0.049,0.0517,0.0502,0.0502,0.0508,0.0649,0.0444,0.0769,0.0073,0.0055,0.0073,0.0649,0.0444,0.0769
1,0.3,64,16,5,32,0.0001,SNN,pca,5,1.0,0.7789,0.816,0.8118,0.1897,0.242,0.1871,0.0501,0.0502,0.0508,0.2987,0.3667,0.2967,0.0066,0.0039,0.0068,0.2987,0.3667,0.2967
1,0.5,64,16,5,16,0.0005,SNN,pca,100,0.1,0.5183,0.5418,0.4788,0.0253,0.0277,0.0233,0.05,0.0508,0.0508,0.0078,0.0308,0.0154,0.0069,0.0073,0.0093,0.0078,0.0308,0.0154
1,0.3,64,16,5,64,0.0005,SNN,pca,20,10.0,0.7852,0.8559,0.8313,0.1186,0.1603,0.3092,0.0502,0.0502,0.0508,0.1688,0.2556,0.3297,0.0079,0.0055,0.0078,0.1688,0.2556,0.3297
1,0.5,64,16,5,64,0.001,SNN,pca,10,0.1,0.563,0.5231,0.5662,0.0361,0.0254,0.0298,0.05,0.0508,0.0507,0.0234,0.0308,0.0154,0.0056,0.0073,0.0065,0.0234,0.0308,0.0154
1,0.3,64,16,5,32,0.001,SNN,pca,10,0.1,0.527,0.5424,0.5304,0.0251,0.0282,0.0265,0.0502,0.0502,0.0508,0.0,0.0111,0.011,0.0079,0.0048,0.0068,0.0,0.0111,0.011
1,0.5,64,16,5,32,0.0001,SNN,pca,5,0.1,0.6099,0.6178,0.6291,0.0423,0.0661,0.0381,0.05,0.0507,0.0507,0.0625,0.1538,0.0462,0.0056,0.0057,0.0057,0.0625,0.1538,0.0462
1,0.8,64,16,5,16,0.0001,SNN,pca,5,1.0,0.8349,0.7806,0.8068,0.1777,0.1615,0.1319,0.0503,0.0507,0.0507,0.2282,0.2692,0.1538,0.0075,0.0073,0.0052,0.2282,0.2692,0.1538
1,0.3,64,16,5,16,0.005,SNN,pca,10,10.0,0.5943,0.7382,0.7266,0.0392,0.0801,0.0742,0.0502,0.0502,0.0507,0.0519,0.1333,0.1209,0.0073,0.0067,0.0062,0.0519,0.1333,0.1209
1,0.5,64,16,5,16,0.005,SNN,pca,5,10.0,0.7781,0.8384,0.8818,0.1349,0.2331,0.2712,0.05,0.0508,0.0508,0.2188,0.2923,0.3385,0.0065,0.0087,0.008,0.2188,0.2923,0.3385
1,0.5,64,16,5,64,0.005,SNN,pca,5,0.1,0.4745,0.5003,0.4971,0.0223,0.024,0.0249,0.05,0.0507,0.0508,0.0,0.0,0.0154,0.0061,0.0046,0.0098,0.0,0.0,0.0154
1,0.5,64,16,5,32,0.001,SNN,pca,10,0.1,0.4632,0.4816,0.426,0.0221,0.0236,0.0213,0.05,0.0508,0.0507,0.0078,0.0,0.0154,0.0046,0.008,0.0057,0.0078,0.0,0.0154
1,0.5,64,16,5,16,0.005,SNN,pca,5,1.0,0.9367,0.9596,0.9524,0.2758,0.3896,0.3785,0.05,0.0507,0.0507,0.3516,0.5231,0.4615,0.0065,0.0033,0.0057,0.3516,0.5231,0.4615
1,0.3,64,16,5,64,0.005,SNN,pca,200,10.0,0.7338,0.8376,0.8496,0.062,0.1209,0.1477,0.0501,0.0502,0.0508,0.1039,0.1222,0.1868,0.0051,0.0055,0.0083,0.1039,0.1222,0.1868
1,0.3,64,16,5,32,0.0005,SNN,pca,50,0.1,0.6383,0.6171,0.5818,0.0743,0.0574,0.0373,0.0501,0.0502,0.0508,0.0779,0.1222,0.0549,0.0059,0.0055,0.0078,0.0779,0.1222,0.0549
1,0.3,64,16,5,32,0.0001,SNN,pca,5,1.0,0.8297,0.816,0.8204,0.2457,0.285,0.2809,0.0501,0.0502,0.0507,0.3377,0.4333,0.4176,0.0066,0.0061,0.0028,0.3377,0.4333,0.4176
1,0.3,64,16,5,32,0.0001,SNN,pca,10,10.0,0.8248,0.8239,0.787,0.186,0.2549,0.2153,0.0501,0.0503,0.0508,0.3377,0.3889,0.3077,0.0051,0.0091,0.0068,0.3377,0.3889,0.3077
1,0.3,64,16,5,64,0.0001,SNN,pca,5,10.0,0.5854,0.7018,0.6698,0.0331,0.0564,0.0602,0.0501,0.0502,0.0507,0.039,0.0889,0.0879,0.0059,0.0061,0.0062,0.039,0.0889,0.0879
1,0.5,64,16,5,16,0.001,SNN,pca,200,10.0,0.7173,0.8037,0.8532,0.0756,0.1165,0.1403,0.05,0.0507,0.0507,0.1094,0.1692,0.2154,0.0069,0.0033,0.0057,0.1094,0.1692,0.2154
1,0.5,64,16,5,64,0.005,SNN,pca,100,0.1,0.4435,0.4944,0.4412,0.0212,0.0298,0.0235,0.05,0.0507,0.0508,0.0,0.0308,0.0462,0.0051,0.0046,0.0073,0.0,0.0308,0.0462
1,0.5,64,16,5,16,0.0005,SNN,pca,10,10.0,0.9261,0.9315,0.9556,0.2483,0.3412,0.3839,0.05,0.0507,0.0508,0.3281,0.4308,0.4154,0.0076,0.0065,0.0073,0.3281,0.4308,0.4154
1,0.3,64,16,5,32,0.0005,SNN,pca,10,10.0,0.7403,0.8884,0.874,0.0839,0.173,0.1954,0.0501,0.0502,0.0507,0.1299,0.2333,0.2527,0.0059,0.0073,0.0028,0.1299,0.2333,0.2527
1,0.3,64,16,5,32,0.0005,SNN,pca,50,1.0,0.7462,0.9041,0.8648,0.0864,0.2534,0.2019,0.0502,0.0502,0.0507,0.1299,0.3333,0.2308,0.0073,0.0048,0.0048,0.1299,0.3333,0.2308
1,0.3,64,16,5,16,0.001,SNN,pca,50,0.1,0.4625,0.5328,0.507,0.0221,0.0264,0.0249,0.0502,0.0502,0.0507,0.013,0.0222,0.011,0.0089,0.0039,0.0055,0.013,0.0222,0.011
1,0.3,64,16,5,16,0.0005,SNN,pca,100,0.1,0.5091,0.4705,0.4424,0.025,0.0272,0.0232,0.0501,0.0502,0.0507,0.0,0.0222,0.011,0.0066,0.0055,0.0048,0.0,0.0222,0.011
1,0.3,64,16,5,16,0.0001,SNN,pca,5,10.0,0.8438,0.815,0.8339,0.212,0.2627,0.2996,0.0501,0.0502,0.0507,0.3117,0.3444,0.3736,0.0066,0.0055,0.0062,0.3117,0.3444,0.3736
1,0.3,64,16,5,32,0.0001,SNN,pca,50,0.1,0.6799,0.6461,0.6141,0.0644,0.0521,0.0408,0.0501,0.0503,0.0507,0.0909,0.0778,0.0769,0.0059,0.0078,0.0055,0.0909,0.0778,0.0769
1,0.5,64,16,5,64,0.005,SNN,pca,100,10.0,0.6439,0.782,0.6388,0.0955,0.2645,0.0887,0.05,0.0507,0.0508,0.1641,0.3692,0.1231,0.0073,0.0046,0.0073,0.1641,0.3692,0.1231
1,0.3,64,16,5,32,0.005,SNN,pca,20,1.0,0.4841,0.7454,0.7248,0.0265,0.0751,0.0759,0.0501,0.0503,0.0507,0.039,0.0889,0.1538,0.0059,0.0078,0.0055,0.039,0.0889,0.1538
1,0.5,64,16,5,32,0.0001,SNN,pca,10,0.1,0.6173,0.5779,0.6421,0.0479,0.0554,0.0396,0.05,0.0507,0.0507,0.0938,0.0923,0.0462,0.0073,0.0046,0.0046,0.0938,0.0923,0.0462
1,0.5,64,16,5,16,0.005,SNN,pca,10,10.0,0.8564,0.8695,0.8947,0.1078,0.1078,0.1202,0.0501,0.0507,0.0507,0.1328,0.0769,0.0769,0.0083,0.0033,0.0046,0.1328,0.0769,0.0769
1,0.3,64,16,5,16,0.001,SNN,pca,5,10.0,0.8265,0.8088,0.7974,0.1516,0.2244,0.1548,0.0502,0.0503,0.0508,0.2468,0.3111,0.2527,0.0073,0.0078,0.0073,0.2468,0.3111,0.2527
1,0.3,64,16,5,32,0.001,SNN,pca,50,1.0,0.5734,0.7647,0.7705,0.0376,0.1608,0.1578,0.0501,0.0502,0.0508,0.039,0.2667,0.2418,0.0059,0.0061,0.0078,0.039,0.2667,0.2418
1,0.5,64,16,5,32,0.005,SNN,pca,20,1.0,0.9175,0.8955,0.9346,0.1692,0.1971,0.2289,0.05,0.0507,0.0507,0.1562,0.2154,0.2462,0.0061,0.0057,0.0046,0.1562,0.2154,0.2462
1,0.8,64,16,50,32,0.001,SNN,pca,50,1.0,0.956627817553589,0.9435701243370141,0.9230857475666471,0.32125866064341324,0.03528774793002966,0.03864808177743368,0.0603448275862069,0.008449004224502114,0.009249949728534086,0.3116883116883117,0.0,0.0,,,,,,
1,0.5,64,16,5,64,0.001,SNN,pca,100,0.1,0.5389,0.5373,0.5046,0.0284,0.0284,0.0241,0.05,0.0507,0.0507,0.0469,0.0308,0.0154,0.0051,0.0065,0.0033,0.0469,0.0308,0.0154
1,0.3,64,16,5,16,0.0001,SNN,pca,100,1.0,0.8712,0.9085,0.94,0.1592,0.2508,0.2993,0.0502,0.0502,0.0508,0.1818,0.2778,0.3846,0.0079,0.0067,0.0073,0.1818,0.2778,0.3846
1,0.3,64,16,5,64,0.005,SNN,pca,5,0.1,0.5174,0.6288,0.596,0.0247,0.037,0.0294,0.0502,0.0502,0.0507,0.013,0.0333,0.011,0.0089,0.0061,0.0055,0.013,0.0333,0.011
1,0.3,64,16,5,32,0.005,SNN,pca,100,10.0,0.5261,0.7569,0.6999,0.0396,0.0973,0.089,0.0502,0.0502,0.0507,0.0909,0.1222,0.1429,0.0084,0.0067,0.0048,0.0909,0.1222,0.1429
1,0.3,64,16,5,64,0.0005,SNN,pca,5,1.0,0.8815,0.8967,0.896,0.2783,0.3029,0.244,0.0501,0.0502,0.0507,0.4026,0.3778,0.3626,0.0066,0.0055,0.0055,0.4026,0.3778,0.3626
1,0.3,64,16,5,16,0.005,SNN,pca,10,0.1,0.602,0.5655,0.6457,0.0347,0.0309,0.0432,0.0502,0.0502,0.0508,0.026,0.0333,0.033,0.0073,0.0048,0.0068,0.026,0.0333,0.033
1,0.5,64,16,5,32,0.001,SNN,pca,10,1.0,0.8418,0.9336,0.9281,0.1477,0.3563,0.3836,0.05,0.0507,0.0507,0.2266,0.4154,0.4615,0.0046,0.0057,0.0033,0.2266,0.4154,0.4615
1,0.5,64,16,5,16,0.001,SNN,pca,5,10.0,0.862,0.8803,0.9092,0.1087,0.1553,0.1865,0.05,0.0507,0.0507,0.1328,0.2462,0.2308,0.0046,0.0057,0.0057,0.1328,0.2462,0.2308
1,0.5,64,16,5,16,0.005,SNN,pca,5,10.0,0.8074,0.8155,0.8525,0.1475,0.2126,0.1527,0.05,0.0508,0.0507,0.2578,0.2923,0.2,0.0046,0.0073,0.0065,0.2578,0.2923,0.2
1,0.3,64,16,5,32,0.0001,SNN,pca,50,10.0,0.8117,0.8294,0.8032,0.1837,0.2046,0.2203,0.0502,0.0502,0.0507,0.3117,0.3222,0.2967,0.0089,0.0027,0.0055,0.3117,0.3222,0.2967
1,0.3,64,16,5,16,0.005,SNN,pca,100,0.1,0.4587,0.5225,0.5217,0.023,0.0268,0.0285,0.0501,0.0502,0.0507,0.013,0.0,0.044,0.0066,0.0061,0.0039,0.013,0.0,0.044
1,0.3,64,16,5,64,0.001,SNN,pca,10,0.1,0.5982,0.5515,0.6303,0.0345,0.0278,0.0364,0.0501,0.0503,0.0508,0.0519,0.0111,0.033,0.0066,0.0078,0.0068,0.0519,0.0111,0.033
1,0.3,64,16,5,64,0.001,SNN,pca,5,10.0,0.8885,0.8934,0.9091,0.2215,0.2901,0.3302,0.0501,0.0502,0.0508,0.3377,0.4111,0.4396,0.0051,0.0055,0.0092,0.3377,0.4111,0.4396
1,0.3,64,16,5,64,0.005,SNN,pca,10,10.0,0.4902,0.7812,0.665,0.0308,0.1286,0.0822,0.0501,0.0503,0.0507,0.039,0.1778,0.1538,0.0059,0.0082,0.0062,0.039,0.1778,0.1538
1,0.5,64,16,5,32,0.005,SNN,pca,10,1.0,0.8738,0.9306,0.9095,0.1971,0.3085,0.2471,0.05,0.0507,0.0508,0.2344,0.4154,0.3077,0.0065,0.0065,0.0073,0.2344,0.4154,0.3077
1,0.5,64,16,5,32,0.0005,SNN,pca,5,10.0,0.8433,0.8313,0.8855,0.1524,0.2649,0.3246,0.05,0.0507,0.0507,0.2266,0.3538,0.4,0.0065,0.0057,0.0046,0.2266,0.3538,0.4
1,0.5,64,16,5,64,0.001,SNN,pca,200,1.0,0.5913,0.7451,0.7809,0.062,0.1893,0.2027,0.05,0.0507,0.0507,0.1484,0.2923,0.2615,0.0056,0.0046,0.0057,0.1484,0.2923,0.2615
1,0.3,64,16,5,32,0.0005,SNN,pca,10,0.1,0.5441,0.6152,0.533,0.0292,0.0366,0.0266,0.0501,0.0502,0.0508,0.026,0.0444,0.033,0.0059,0.0067,0.0073,0.026,0.0444,0.033
1,0.2,64,16,50,32,0.001,SNN,pca,50,0.1,0.5096384928716904,0.5138051848049281,0.5322723253757736,,,,,,,,,,,,,,,
1,0.3,64,16,5,16,0.0005,SNN,pca,100,1.0,0.8336,0.8955,0.8957,0.1167,0.2403,0.2458,0.0501,0.0502,0.0507,0.1688,0.3111,0.2967,0.0042,0.0061,0.0039,0.1688,0.3111,0.2967
1,0.5,64,16,5,16,0.001,SNN,pca,200,0.1,0.4702,0.5051,0.5048,0.0227,0.0306,0.0256,0.05,0.0508,0.0507,0.0156,0.0308,0.0154,0.0069,0.0087,0.0065,0.0156,0.0308,0.0154
