dataset_id,train_ratio,input_dim,output_dim,num_epochs,batch_size,learning_rate,loss_function,embedding_type,negative_ratio,temperature,train_auc,valid_auc,test_auc,train_pr_auc,valid_pr_auc,test_pr_auc,train_f1,valid_f1,test_f1,train_k_precision,valid_k_precision,test_k_precision,train_mcc,valid_mcc,test_mcc,train_k_recall,valid_k_recall,test_k_recall
1,0.3,64,16,5,16,0.0001,SNN,pca,100,0.1,0.6249,0.5621,0.5902,0.0508,0.0387,0.0381,0.0501,0.0502,0.0507,0.0779,0.1,0.0659,0.0051,0.0048,0.0062,0.0779,0.1,0.0659
1,0.5,64,16,5,32,0.001,SNN,pca,100,0.1,0.5006,0.4762,0.5229,0.0247,0.0226,0.0269,0.05,0.0507,0.0508,0.0156,0.0154,0.0154,0.0073,0.0046,0.0073,0.0156,0.0154,0.0154
1,0.3,64,16,5,64,0.0001,SNN,pca,10,10.0,0.7296,0.7175,0.7022,0.0755,0.0916,0.112,0.0502,0.0502,0.0507,0.1429,0.1667,0.1868,0.0073,0.0039,0.0062,0.1429,0.1667,0.1868
1,0.3,64,16,5,16,0.005,SNN,pca,5,1.0,0.9066,0.8923,0.8861,0.2241,0.3655,0.2856,0.0501,0.0502,0.0507,0.3636,0.4444,0.4176,0.0051,0.0061,0.0048,0.3636,0.4444,0.4176
1,0.6,64,16,50,32,0.001,SNN,pca,50,0.1,0.524669310245093,0.5259020827133227,0.526487227841591,,,,,,,,,,,,,,,
1,0.3,64,16,5,16,0.0005,SNN,pca,200,1.0,0.8032,0.9275,0.8794,0.0931,0.3556,0.3255,0.0501,0.0502,0.0507,0.1429,0.4444,0.3736,0.0059,0.0073,0.0055,0.1429,0.4444,0.3736
1,0.3,64,16,5,64,0.001,SNN,pca,10,1.0,0.6324,0.7904,0.8055,0.0538,0.1205,0.1454,0.0501,0.0502,0.0508,0.1039,0.1667,0.2418,0.0042,0.0055,0.0068,0.1039,0.1667,0.2418
1,0.5,64,16,5,64,0.005,SNN,pca,10,10.0,0.5963,0.7413,0.7918,0.052,0.1389,0.1203,0.05,0.0507,0.0508,0.0938,0.2,0.1692,0.0056,0.0033,0.008,0.0938,0.2,0.1692
1,0.5,64,16,5,32,0.005,SNN,pca,5,1.0,0.9464,0.9616,0.9464,0.2951,0.4326,0.3352,0.0501,0.0507,0.0507,0.3828,0.5077,0.4615,0.008,0.0057,0.0046,0.3828,0.5077,0.4615
1,0.5,64,16,5,64,0.0005,SNN,pca,100,0.1,0.6374,0.6002,0.684,0.0463,0.0399,0.0617,0.05,0.0507,0.0508,0.0938,0.0308,0.0923,0.004,0.0065,0.0073,0.0938,0.0308,0.0923
1,0.3,64,16,5,32,0.0005,SNN,pca,20,0.1,0.6341,0.5567,0.5721,0.0376,0.0305,0.031,0.0501,0.0502,0.0507,0.026,0.0333,0.033,0.0051,0.0048,0.0048,0.026,0.0333,0.033
1,0.3,64,16,5,16,0.0001,SNN,pca,10,0.1,0.5871,0.6689,0.6634,0.0367,0.0709,0.0552,0.0501,0.0502,0.0508,0.0519,0.1333,0.0769,0.0059,0.0061,0.0073,0.0519,0.1333,0.0769
1,0.5,64,16,5,32,0.0001,SNN,pca,5,1.0,0.9001,0.9329,0.9318,0.2898,0.3175,0.4275,0.05,0.0507,0.0507,0.4062,0.4154,0.4615,0.0061,0.0046,0.0033,0.4062,0.4154,0.4615
1,0.5,64,16,5,64,0.0005,SNN,pca,10,10.0,0.8851,0.9199,0.9207,0.196,0.2643,0.2782,0.05,0.0508,0.0507,0.2578,0.3231,0.3231,0.0069,0.0093,0.0065,0.2578,0.3231,0.3231
1,0.5,64,16,5,32,0.005,SNN,pca,50,1.0,0.9584,0.9686,0.9604,0.3019,0.3771,0.3914,0.05,0.0507,0.0507,0.3281,0.3538,0.4,0.0056,0.0065,0.0065,0.3281,0.3538,0.4
1,0.3,64,16,5,16,0.001,SNN,pca,200,0.1,0.549,0.51,0.5618,0.0265,0.0254,0.0306,0.0501,0.0502,0.0508,0.0,0.0111,0.022,0.0051,0.0061,0.0078,0.0,0.0111,0.022
1,0.3,64,16,5,64,0.0001,SNN,pca,10,0.1,0.6444,0.5864,0.6154,0.0527,0.0314,0.0486,0.0501,0.0502,0.0508,0.0649,0.0111,0.0769,0.0066,0.0061,0.0078,0.0649,0.0111,0.0769
1,0.3,64,16,5,64,0.0001,SNN,pca,200,0.1,0.635,0.6106,0.6115,0.0395,0.0418,0.0454,0.0502,0.0502,0.0507,0.039,0.0778,0.044,0.0073,0.0061,0.0062,0.039,0.0778,0.044
1,0.5,64,16,5,64,0.0005,SNN,pca,5,1.0,0.9367,0.9295,0.9583,0.321,0.3092,0.3585,0.05,0.0507,0.0507,0.3984,0.3846,0.4462,0.0061,0.0046,0.0057,0.3984,0.3846,0.4462
1,0.3,64,16,5,32,0.001,SNN,pca,100,0.1,0.5373,0.5498,0.5921,0.0265,0.0301,0.0372,0.0502,0.0502,0.0508,0.0,0.0444,0.044,0.0079,0.0027,0.0068,0.0,0.0444,0.044
1,0.3,64,16,5,16,0.0001,SNN,pca,20,0.1,0.5764,0.5918,0.6171,0.0407,0.0443,0.0469,0.0502,0.0502,0.0508,0.0779,0.0556,0.0879,0.0073,0.0073,0.0068,0.0779,0.0556,0.0879
1,0.3,64,16,5,16,0.001,SNN,pca,50,1.0,0.8513,0.9115,0.9513,0.1314,0.2208,0.3195,0.0501,0.0502,0.0507,0.1948,0.2556,0.3407,0.003,0.0061,0.0062,0.1948,0.2556,0.3407
1,0.3,64,16,5,16,0.005,SNN,pca,100,10.0,0.6507,0.8051,0.7701,0.0421,0.081,0.0641,0.0501,0.0502,0.0508,0.0519,0.1111,0.0659,0.0042,0.0067,0.0073,0.0519,0.1111,0.0659
1,0.3,64,16,5,64,0.0001,SNN,pca,20,1.0,0.6591,0.7201,0.7531,0.0597,0.0776,0.0851,0.0501,0.0502,0.0508,0.0909,0.1222,0.1538,0.0059,0.0055,0.0068,0.0909,0.1222,0.1538
1,0.8,64,16,5,16,0.0001,SNN,pca,200,10.0,0.9351,0.971,0.969,0.2203,0.3348,0.4155,0.0503,0.0507,0.0507,0.2524,0.3077,0.3846,0.0048,0.0073,0.0073,0.2524,0.3077,0.3846
1,0.8,64,16,5,16,0.005,SNN,pca,100,0.1,0.5796,0.6852,0.6256,0.0298,0.0419,0.0407,0.0503,0.0507,0.0508,0.0146,0.0,0.0769,0.0083,0.0052,0.009,0.0146,0.0,0.0769
1,0.5,64,16,5,16,0.001,SNN,pca,200,10.0,0.8649,0.9313,0.9272,0.1439,0.2208,0.251,0.0501,0.0507,0.0507,0.1797,0.2615,0.2615,0.0083,0.0065,0.0065,0.1797,0.2615,0.2615
1,0.8,64,16,5,16,0.005,SNN,pca,5,1.0,0.9182,0.9176,0.8799,0.2818,0.4021,0.3058,0.0503,0.0507,0.0507,0.3883,0.5385,0.3846,0.0045,0.0052,0.0073,0.3883,0.5385,0.3846
1,0.5,64,16,5,16,0.001,SNN,pca,50,0.1,0.5384,0.4982,0.5476,0.0295,0.0284,0.032,0.05,0.0507,0.0507,0.0156,0.0308,0.0308,0.0073,0.0046,0.0046,0.0156,0.0308,0.0308
1,0.3,64,16,5,16,0.001,SNN,pca,20,0.1,0.5205,0.4613,0.5255,0.03,0.0236,0.0264,0.0501,0.0502,0.0507,0.0649,0.0222,0.011,0.0051,0.0055,0.0055,0.0649,0.0222,0.011
1,0.5,64,16,5,32,0.0001,SNN,pca,10,1.0,0.9274,0.9151,0.9462,0.2705,0.349,0.3823,0.0501,0.0507,0.0507,0.375,0.4769,0.4462,0.0086,0.0057,0.0033,0.375,0.4769,0.4462
1,0.3,64,16,5,64,0.0001,SNN,pca,20,10.0,0.6648,0.6884,0.687,0.08,0.0759,0.0823,0.0501,0.0502,0.0507,0.1169,0.1333,0.1209,0.0042,0.0061,0.0062,0.1169,0.1333,0.1209
1,0.5,64,16,5,32,0.0005,SNN,pca,100,1.0,0.9612,0.9645,0.9636,0.2728,0.3048,0.3057,0.05,0.0507,0.0507,0.2812,0.3077,0.3077,0.0061,0.0065,0.0046,0.2812,0.3077,0.3077
1,0.3,64,16,5,16,0.0005,SNN,pca,5,1.0,0.8704,0.8201,0.8517,0.231,0.2729,0.3279,0.0502,0.0502,0.0508,0.3377,0.4222,0.4835,0.0084,0.0067,0.0083,0.3377,0.4222,0.4835
1,0.3,64,16,5,16,0.005,SNN,pca,50,10.0,0.6267,0.7867,0.7542,0.044,0.0672,0.0713,0.0502,0.0502,0.0507,0.0909,0.0556,0.0769,0.0084,0.0039,0.0048,0.0909,0.0556,0.0769
1,0.3,64,16,5,64,0.005,SNN,pca,10,0.1,0.5061,0.5544,0.5623,0.0242,0.0275,0.0283,0.0502,0.0502,0.0507,0.026,0.0111,0.011,0.0079,0.0061,0.0055,0.026,0.0111,0.011
1,0.5,64,16,5,32,0.0005,SNN,pca,50,10.0,0.9372,0.9502,0.9515,0.2363,0.2913,0.3245,0.0501,0.0507,0.0508,0.25,0.3538,0.3692,0.0083,0.0,0.0087,0.25,0.3538,0.3692
1,0.5,64,16,5,32,0.005,SNN,pca,50,10.0,0.777,0.8597,0.8596,0.0656,0.1081,0.1151,0.05,0.0507,0.0508,0.0703,0.1077,0.1231,0.0069,0.0046,0.008,0.0703,0.1077,0.1231
1,0.5,64,16,5,16,0.0001,SNN,pca,10,0.1,0.6358,0.6458,0.654,0.0524,0.0437,0.0423,0.05,0.0507,0.0508,0.0938,0.0615,0.0615,0.0046,0.0057,0.008,0.0938,0.0615,0.0615
1,0.3,64,16,5,32,0.0005,SNN,pca,5,1.0,0.7495,0.862,0.8639,0.0758,0.203,0.2352,0.0501,0.0502,0.0507,0.1299,0.3,0.2857,0.0051,0.0039,0.0062,0.1299,0.3,0.2857
1,0.3,64,16,5,64,0.001,SNN,pca,5,10.0,0.7908,0.8426,0.8291,0.119,0.1943,0.2001,0.0502,0.0502,0.0508,0.1688,0.2889,0.2637,0.0073,0.0039,0.0068,0.1688,0.2889,0.2637
1,0.5,64,16,5,16,0.0005,SNN,pca,20,1.0,0.8901,0.9412,0.9501,0.1524,0.2947,0.3246,0.05,0.0507,0.0508,0.1719,0.3846,0.3385,0.0056,0.0057,0.0073,0.1719,0.3846,0.3385
1,0.5,64,16,50,32,0.001,SNN,pca,50,1.0,0.9509606810572538,0.9500039558773928,0.9623772758746282,,,,,,,,,,,,,,,
1,0.5,64,16,5,16,0.001,SNN,pca,50,10.0,0.8394,0.913,0.9287,0.147,0.2438,0.3477,0.05,0.0507,0.0507,0.25,0.2769,0.3846,0.0069,0.0046,0.0057,0.25,0.2769,0.3846
1,0.3,64,16,5,32,0.0005,SNN,pca,5,10.0,0.9294,0.9361,0.9425,0.2341,0.3281,0.2911,0.0502,0.0502,0.0508,0.2597,0.3667,0.3956,0.0089,0.0039,0.0073,0.2597,0.3667,0.3956
1,0.3,64,16,5,32,0.001,SNN,pca,50,10.0,0.8102,0.8729,0.8903,0.1028,0.2043,0.2638,0.0502,0.0502,0.0507,0.1429,0.3333,0.3297,0.0073,0.0048,0.0039,0.1429,0.3333,0.3297
1,0.3,64,16,5,16,0.0001,SNN,pca,50,1.0,0.9152,0.9569,0.9221,0.3002,0.3622,0.3012,0.0501,0.0502,0.0508,0.3506,0.4222,0.4176,0.0066,0.0073,0.0078,0.3506,0.4222,0.4176
1,0.5,64,16,5,64,0.005,SNN,pca,20,0.1,0.5791,0.5925,0.6203,0.0331,0.038,0.0346,0.05,0.0507,0.0507,0.0625,0.0615,0.0308,0.0056,0.0057,0.0046,0.0625,0.0615,0.0308
1,0.3,64,16,5,32,0.001,SNN,pca,100,1.0,0.692,0.8667,0.8474,0.0595,0.1824,0.1826,0.0501,0.0502,0.0507,0.0779,0.2667,0.2308,0.0066,0.0055,0.0048,0.0779,0.2667,0.2308
1,0.3,64,16,5,64,0.001,SNN,pca,200,0.1,0.4995,0.5634,0.5524,0.0263,0.029,0.0301,0.0501,0.0502,0.0507,0.026,0.0333,0.044,0.0051,0.0061,0.0055,0.026,0.0333,0.044
1,0.3,64,16,5,16,0.001,SNN,pca,10,0.1,0.5385,0.5413,0.5268,0.0278,0.0283,0.0272,0.0502,0.0502,0.0507,0.039,0.0333,0.022,0.0079,0.0048,0.0055,0.039,0.0333,0.022
1,0.4,64,16,50,32,0.001,SNN,pca,50,10.0,0.8783253510182975,0.830345137461481,0.9158319705641864,,,,,,,,,,,,,,,
1,0.2,64,16,50,32,0.001,SNN,pca,50,100.0,0.8343460741594582,0.8370750164367258,0.8484892741358259,,,,,,,,,,,,,,,
1,0.3,64,16,5,16,0.0005,SNN,pca,100,10.0,0.8429,0.8606,0.8335,0.0986,0.2183,0.2165,0.0501,0.0502,0.0507,0.0779,0.2667,0.2747,0.0066,0.0061,0.0048,0.0779,0.2667,0.2747
1,0.3,64,16,5,32,0.001,SNN,pca,20,0.1,0.5084,0.5094,0.5336,0.0239,0.024,0.0276,0.0501,0.0503,0.0508,0.013,0.0,0.011,0.0066,0.0078,0.0068,0.013,0.0,0.011
1,0.3,64,16,5,16,0.005,SNN,pca,20,10.0,0.7122,0.8084,0.7969,0.0456,0.0622,0.0592,0.0501,0.0503,0.0507,0.0,0.0111,0.011,0.0059,0.0078,0.0048,0.0,0.0111,0.011
1,0.3,64,16,5,32,0.005,SNN,pca,50,1.0,0.7516,0.8826,0.8718,0.0992,0.2563,0.2246,0.0501,0.0502,0.0507,0.1558,0.3,0.2857,0.0051,0.0055,0.0055,0.1558,0.3,0.2857
1,0.5,64,16,5,64,0.0005,SNN,pca,50,0.1,0.6107,0.6484,0.6364,0.0422,0.0447,0.0404,0.05,0.0507,0.0508,0.0625,0.0615,0.0462,0.0065,0.0065,0.0073,0.0625,0.0615,0.0462
1,0.5,64,16,5,16,0.0001,SNN,pca,20,0.1,0.531,0.6207,0.5767,0.0286,0.0447,0.0369,0.05,0.0508,0.0507,0.0312,0.0923,0.0615,0.0065,0.008,0.0046,0.0312,0.0923,0.0615
1,0.5,64,16,5,64,0.001,SNN,pca,20,0.1,0.4453,0.486,0.5223,0.0209,0.0235,0.0253,0.05,0.0507,0.0508,0.0078,0.0154,0.0,0.0061,0.0057,0.0073,0.0078,0.0154,0.0
1,0.8,64,16,5,16,0.005,SNN,pca,50,0.1,0.6744,0.6447,0.6037,0.0566,0.0473,0.0335,0.0503,0.0507,0.0507,0.0825,0.1154,0.0385,0.0051,0.0052,0.0052,0.0825,0.1154,0.0385
1,0.3,64,16,5,16,0.005,SNN,pca,200,0.1,0.4538,0.4812,0.5442,0.0216,0.0235,0.0288,0.0501,0.0502,0.0507,0.0,0.0111,0.011,0.0059,0.0055,0.0062,0.0,0.0111,0.011
1,0.8,64,16,5,16,0.005,SNN,pca,20,10.0,0.8784,0.9228,0.9116,0.1815,0.3133,0.2465,0.0503,0.0506,0.0507,0.2718,0.2692,0.2692,0.0073,0.0,0.0073,0.2718,0.2692,0.2692
1,0.3,64,16,5,32,0.0001,SNN,pca,100,10.0,0.8046,0.8212,0.836,0.1562,0.2527,0.2541,0.0502,0.0502,0.0508,0.2727,0.3556,0.3297,0.0084,0.0048,0.0073,0.2727,0.3556,0.3297
1,0.8,64,16,5,16,0.005,SNN,pca,10,10.0,0.8802,0.8956,0.9283,0.1623,0.2118,0.2529,0.0503,0.0507,0.0506,0.2233,0.2308,0.3077,0.0058,0.0052,0.0,0.2233,0.2308,0.3077
1,0.5,64,16,5,32,0.001,SNN,pca,5,0.1,0.6373,0.6259,0.5672,0.0429,0.0359,0.0293,0.05,0.0508,0.0507,0.0469,0.0308,0.0462,0.0073,0.0073,0.0065,0.0469,0.0308,0.0462
1,0.3,64,16,5,32,0.0005,SNN,pca,20,1.0,0.8041,0.9091,0.9039,0.1178,0.281,0.2795,0.0501,0.0502,0.0507,0.1818,0.3444,0.3077,0.0042,0.0067,0.0048,0.1818,0.3444,0.3077
1,0.3,64,16,5,32,0.0005,SNN,pca,100,10.0,0.7516,0.8655,0.8784,0.0907,0.2174,0.2238,0.0502,0.0502,0.0508,0.1558,0.3333,0.3077,0.0079,0.0055,0.0068,0.1558,0.3333,0.3077
1,0.3,64,16,5,64,0.005,SNN,pca,5,10.0,0.4101,0.6798,0.6182,0.0234,0.1024,0.0764,0.0501,0.0502,0.0507,0.026,0.1889,0.1429,0.0042,0.0048,0.0055,0.026,0.1889,0.1429
1,0.8,64,16,5,16,0.001,SNN,pca,200,10.0,0.9526,0.9087,0.9613,0.2297,0.2799,0.307,0.0503,0.0507,0.0507,0.2524,0.3077,0.3462,0.0041,0.0073,0.0052,0.2524,0.3077,0.3462
1,0.3,64,16,5,16,0.005,SNN,pca,5,1.0,0.8539,0.9038,0.8585,0.1703,0.3114,0.2266,0.0501,0.0502,0.0507,0.3247,0.4889,0.4066,0.0059,0.0073,0.0055,0.3247,0.4889,0.4066
1,0.3,64,16,5,32,0.005,SNN,pca,100,1.0,0.8347,0.8628,0.8357,0.1731,0.2695,0.2001,0.0501,0.0502,0.0508,0.2338,0.3667,0.3077,0.0059,0.0061,0.0073,0.2338,0.3667,0.3077
1,0.3,64,16,50,32,0.001,SNN,pca,50,10.0,0.8000339606818473,0.8444584291978557,0.8996659397064848,,,,,,,,,,,,,,,
1,0.3,64,16,5,16,0.001,SNN,pca,50,0.1,0.4779,0.4423,0.4464,0.0226,0.0214,0.0215,0.0502,0.0502,0.0507,0.013,0.0222,0.011,0.0079,0.0073,0.0062,0.013,0.0222,0.011
1,0.3,64,16,5,16,0.0001,SNN,pca,50,10.0,0.9364,0.9666,0.9302,0.3212,0.4138,0.2497,0.0501,0.0502,0.0508,0.3896,0.4333,0.2637,0.0066,0.0067,0.0083,0.3896,0.4333,0.2637
1,0.3,64,16,5,32,0.0001,SNN,pca,100,1.0,0.8342,0.8346,0.8311,0.2253,0.2122,0.3441,0.0502,0.0502,0.0507,0.3766,0.3444,0.4615,0.0079,0.0073,0.0055,0.3766,0.3444,0.4615
1,0.5,64,16,5,64,0.001,SNN,pca,200,0.1,0.4636,0.5423,0.4951,0.0233,0.0273,0.0246,0.05,0.0507,0.0507,0.0391,0.0,0.0154,0.0073,0.0057,0.0057,0.0391,0.0,0.0154
1,0.5,64,16,5,32,0.005,SNN,pca,5,0.1,0.527,0.5478,0.5522,0.0268,0.0343,0.0327,0.05,0.0507,0.0507,0.0078,0.0462,0.0154,0.0061,0.0046,0.0057,0.0078,0.0462,0.0154
1,0.3,64,16,5,32,0.001,SNN,pca,20,1.0,0.6502,0.8717,0.8414,0.051,0.2094,0.1757,0.0502,0.0503,0.0507,0.0649,0.2556,0.2527,0.0073,0.0095,0.0062,0.0649,0.2556,0.2527
1,0.5,64,16,5,64,0.0001,SNN,pca,100,0.1,0.641,0.6766,0.652,0.0543,0.0632,0.051,0.05,0.0507,0.0507,0.0625,0.0923,0.1077,0.0056,0.0033,0.0057,0.0625,0.0923,0.1077
1,0.3,64,16,5,16,0.0005,SNN,pca,100,1.0,0.8792,0.9381,0.9255,0.1532,0.2706,0.26,0.0502,0.0503,0.0507,0.1688,0.3111,0.3187,0.0073,0.0087,0.0055,0.1688,0.3111,0.3187
1,0.3,64,16,5,64,0.0001,SNN,pca,50,10.0,0.6635,0.6834,0.6952,0.0526,0.0684,0.0709,0.0501,0.0502,0.0507,0.0779,0.1,0.1538,0.0066,0.0067,0.0062,0.0779,0.1,0.1538
1,0.3,64,16,5,16,0.001,SNN,pca,100,10.0,0.6905,0.8158,0.8957,0.0584,0.1576,0.2208,0.0501,0.0502,0.0508,0.0779,0.1778,0.2637,0.0051,0.0039,0.0068,0.0779,0.1778,0.2637
1,0.3,64,16,5,16,0.0001,SNN,pca,50,0.1,0.6065,0.6212,0.5994,0.0431,0.0502,0.038,0.0502,0.0502,0.0507,0.0649,0.1111,0.044,0.0073,0.0067,0.0062,0.0649,0.1111,0.044
1,0.5,64,16,5,16,0.001,SNN,pca,20,0.1,0.5221,0.5359,0.597,0.0257,0.0292,0.0481,0.05,0.0507,0.0508,0.0234,0.0154,0.0308,0.0046,0.0057,0.0073,0.0234,0.0154,0.0308
1,0.5,64,16,5,32,0.0005,SNN,pca,20,1.0,0.9155,0.9363,0.931,0.1634,0.2832,0.2546,0.05,0.0508,0.0507,0.1406,0.3538,0.3077,0.0051,0.008,0.0065,0.1406,0.3538,0.3077
1,0.3,64,16,5,64,0.0001,SNN,pca,100,1.0,0.6733,0.7153,0.742,0.0565,0.082,0.1187,0.0501,0.0502,0.0508,0.0909,0.1444,0.1868,0.0042,0.0073,0.0068,0.0909,0.1444,0.1868
1,0.3,64,16,5,64,0.005,SNN,pca,100,10.0,0.3271,0.5523,0.5925,0.0175,0.058,0.0553,0.0502,0.0502,0.0507,0.0,0.1222,0.1099,0.0079,0.0055,0.0028,0.0,0.1222,0.1099
1,0.5,64,16,5,16,0.005,SNN,pca,10,0.1,0.5775,0.5681,0.5157,0.0346,0.0299,0.031,0.05,0.0507,0.0507,0.0547,0.0462,0.0308,0.0069,0.0057,0.0057,0.0547,0.0462,0.0308
1,0.3,64,16,5,64,0.005,SNN,pca,20,10.0,0.4571,0.7422,0.6748,0.0378,0.1378,0.1094,0.0501,0.0502,0.0507,0.1039,0.2,0.2198,0.003,0.0039,0.0062,0.1039,0.2,0.2198
1,0.8,64,16,5,16,0.0001,SNN,pca,100,1.0,0.9525,0.9356,0.9594,0.2244,0.4033,0.3568,0.0503,0.0507,0.0506,0.2233,0.4231,0.2308,0.0068,0.0052,0.0,0.2233,0.4231,0.2308
1,0.3,64,16,5,16,0.001,SNN,pca,50,1.0,0.8128,0.9159,0.9132,0.101,0.2715,0.3277,0.0502,0.0502,0.0507,0.1688,0.3,0.3626,0.0073,0.0067,0.0055,0.1688,0.3,0.3626
1,0.3,64,16,5,64,0.0005,SNN,pca,200,1.0,0.8479,0.8437,0.895,0.1941,0.2043,0.3011,0.0501,0.0502,0.0507,0.2727,0.2889,0.4286,0.0051,0.0061,0.0062,0.2727,0.2889,0.4286
1,0.5,64,16,5,64,0.001,SNN,pca,50,1.0,0.8333,0.8684,0.8657,0.1599,0.2163,0.2394,0.05,0.0507,0.0507,0.25,0.3231,0.3692,0.0061,0.0033,0.0046,0.25,0.3231,0.3692
1,0.5,64,16,5,16,0.001,SNN,pca,5,0.1,0.565,0.5428,0.5942,0.0306,0.0258,0.0331,0.05,0.0508,0.0507,0.0312,0.0,0.0462,0.0076,0.0073,0.0065,0.0312,0.0,0.0462
1,0.8,64,16,5,16,0.005,SNN,pca,5,0.1,0.5702,0.6299,0.6698,0.03,0.0396,0.0445,0.0503,0.0508,0.0507,0.0049,0.0385,0.0769,0.007,0.009,0.0052,0.0049,0.0385,0.0769
1,0.8,64,16,5,16,0.0001,SNN,pca,100,0.1,0.5099,0.5311,0.4702,0.0264,0.0301,0.0242,0.0503,0.0507,0.0507,0.0243,0.0,0.0385,0.0051,0.0052,0.0052,0.0243,0.0,0.0385
1,0.5,64,16,5,32,0.001,SNN,pca,50,1.0,0.953,0.9386,0.9508,0.297,0.286,0.2998,0.05,0.0508,0.0507,0.2812,0.3538,0.3231,0.0076,0.008,0.0046,0.2812,0.3538,0.3231
1,0.3,64,16,5,32,0.001,SNN,pca,5,0.1,0.399,0.4766,0.4686,0.0194,0.0225,0.023,0.0502,0.0502,0.0507,0.0,0.0111,0.022,0.0079,0.0055,0.0062,0.0,0.0111,0.022
1,0.3,64,16,5,64,0.0005,SNN,pca,100,1.0,0.8203,0.8486,0.8573,0.2029,0.2414,0.1962,0.0501,0.0502,0.0508,0.2727,0.3,0.2308,0.0066,0.0061,0.0068,0.2727,0.3,0.2308
1,0.5,64,16,5,16,0.0001,SNN,pca,100,10.0,0.9534,0.9604,0.9383,0.2274,0.3904,0.2824,0.05,0.0507,0.0507,0.2031,0.4,0.3231,0.0061,0.0065,0.0057,0.2031,0.4,0.3231
1,0.3,64,16,5,32,0.001,SNN,pca,200,10.0,0.7456,0.867,0.8398,0.0911,0.1778,0.1943,0.0502,0.0502,0.0508,0.1688,0.2556,0.2637,0.0098,0.0067,0.0073,0.1688,0.2556,0.2637
1,0.5,64,16,5,16,0.005,SNN,pca,20,0.1,0.5531,0.5221,0.5123,0.0272,0.0257,0.0269,0.05,0.0508,0.0507,0.0156,0.0,0.0154,0.0073,0.008,0.0033,0.0156,0.0,0.0154
1,0.8,64,16,5,16,0.0001,SNN,pca,20,10.0,0.9525,0.9675,0.9467,0.2515,0.3209,0.2722,0.0503,0.0507,0.0506,0.2767,0.3077,0.1923,0.006,0.0073,0.0,0.2767,0.3077,0.1923
1,0.5,64,16,5,16,0.001,SNN,pca,10,1.0,0.9233,0.9148,0.9452,0.3034,0.3014,0.3242,0.05,0.0508,0.0507,0.3906,0.4308,0.4154,0.0061,0.0073,0.0057,0.3906,0.4308,0.4154
1,0.3,64,16,5,32,0.005,SNN,pca,20,10.0,0.6195,0.7441,0.7195,0.0574,0.1202,0.079,0.0501,0.0502,0.0507,0.0779,0.2111,0.1319,0.0042,0.0067,0.0055,0.0779,0.2111,0.1319
1,0.3,64,16,5,16,0.005,SNN,pca,200,10.0,0.7586,0.8421,0.8375,0.1195,0.1065,0.1085,0.0501,0.0502,0.0507,0.2338,0.1444,0.1429,0.0042,0.0055,0.0039,0.2338,0.1444,0.1429
1,0.3,64,16,5,64,0.0005,SNN,pca,5,0.1,0.6137,0.6144,0.6423,0.0345,0.0365,0.0429,0.0501,0.0502,0.0507,0.039,0.0444,0.0549,0.0059,0.0067,0.0062,0.039,0.0444,0.0549
1,0.5,64,16,5,64,0.0005,SNN,pca,20,0.1,0.6016,0.6103,0.6433,0.035,0.0382,0.0403,0.0501,0.0507,0.0508,0.0469,0.0462,0.0462,0.0083,0.0065,0.0073,0.0469,0.0462,0.0462
1,0.3,64,16,5,64,0.0005,SNN,pca,20,1.0,0.8823,0.8336,0.8624,0.1885,0.2642,0.3099,0.0501,0.0502,0.0508,0.2468,0.3889,0.3956,0.0059,0.0061,0.0073,0.2468,0.3889,0.3956
1,0.5,64,16,5,64,0.0001,SNN,pca,20,1.0,0.8594,0.8253,0.8311,0.243,0.2982,0.2551,0.05,0.0508,0.0508,0.3672,0.4462,0.4,0.0073,0.008,0.008,0.3672,0.4462,0.4
1,0.8,64,16,5,16,0.0001,SNN,pca,50,10.0,0.9526,0.9712,0.954,0.2452,0.3973,0.2997,0.0503,0.0508,0.0508,0.2524,0.3846,0.2692,0.0063,0.009,0.0103,0.2524,0.3846,0.2692
1,0.5,64,16,5,64,0.0001,SNN,pca,200,1.0,0.8289,0.8672,0.8818,0.277,0.3031,0.2054,0.05,0.0508,0.0507,0.3828,0.4462,0.3077,0.0065,0.008,0.0065,0.3828,0.4462,0.3077
1,0.3,64,16,5,64,0.0001,SNN,pca,20,0.1,0.5861,0.5913,0.6187,0.0339,0.0381,0.0522,0.0501,0.0502,0.0508,0.0519,0.0333,0.0549,0.003,0.0067,0.0068,0.0519,0.0333,0.0549
1,0.5,64,16,5,16,0.005,SNN,pca,50,0.1,0.5173,0.546,0.4934,0.026,0.0266,0.0234,0.05,0.0507,0.0507,0.0156,0.0,0.0,0.0076,0.0065,0.0065,0.0156,0.0,0.0
1,0.3,64,16,5,16,0.0005,SNN,pca,5,10.0,0.8987,0.8847,0.8541,0.2684,0.3037,0.2283,0.0502,0.0503,0.0508,0.4026,0.4444,0.3736,0.0073,0.0078,0.0092,0.4026,0.4444,0.3736
1,0.3,64,16,5,32,0.005,SNN,pca,10,10.0,0.6599,0.7947,0.7984,0.0725,0.1865,0.175,0.0502,0.0503,0.0508,0.1429,0.2444,0.2418,0.0073,0.0082,0.0078,0.1429,0.2444,0.2418
